id,name,ort,bundesstaat,region,land,jahr,kilometerstand,pS,preisEuro,kraftstoff,schaltung,besitzer,kilometerPerLiter,hubraum,sitze
128412,Maruti Swift ZDi,Hyderabad,Telangana,S?dindien,Indien,2016,55746,75,83224,Diesel,Manual,Erster,22.9,1248,5
128413,Hyundai Xcent 1.2 VTVT S,Bangalore,Karnataka,S?dindien,Indien,2014,54000,83,658607,Benzin,Manual,Erster,20.14,1197,5
128414,Mahindra XUV500 W8 2WD,Kolkata,Westbengalen,Ostindien,Indien,2013,43000,141,838227,Diesel,Manual,Erster,16,2179,7
128415,Mercedes-Benz E-Class E250 CDI Avantgrade,Delhi,DelhiStaat,Nordindien,Indien,2014,40000,203,2873921,Diesel,Automatisch,Erster,13,2143,5
128416,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Bangalore,Karnataka,S?dindien,Indien,2016,51944,172,3891768,Diesel,Automatisch,Erster,19.27,2143,5
128417,Hyundai i20 Asta 1.4 CRDi,Kochi,Kerala,S?dindien,Indien,2015,46950,90,772366,Diesel,Manual,Erster,21.27,1396,5
128418,Skoda Octavia Elegance 2.0 TDI AT,Mumbai,Maharashtra,Westindien,Indien,2015,23000,142,1886011,Diesel,Automatisch,Erster,19.3,1968,5
128419,Honda City 1.5 S MT,Mumbai,Maharashtra,Westindien,Indien,2014,54546,119,658607,Benzin,Manual,Erster,17,1497,5
128420,Toyota Fortuner 4x2 AT,Kochi,Kerala,S?dindien,Indien,2015,51535,170,227878,Diesel,Automatisch,Erster,12.55,2982,7
128421,Audi Q3 2.0 TDI Quattro,Kolkata,Westbengalen,Ostindien,Indien,2013,45000,186,1826137,Diesel,Automatisch,Erster,17.32,1968,5
128422,Maruti Alto K10 2010-2014 VXI,Hyderabad,Telangana,S?dindien,Indien,2012,46004,68,287392,Benzin,Manual,Erster,20.92,998,5
128423,Tata Indigo eCS LX BSIV,Chennai,Tamil Nadu,Ostindien,Indien,2011,124000,70,275417,Diesel,Manual,Erster,23.03,1396,5
128424,Audi A4 2.0 TDI 177  Premium Plus,Kochi,Kerala,S?dindien,Indien,2014,77395,176,1718365,Diesel,Automatisch,Erster,17.11,1968,5
128425,Maruti Alto 800 2016-2019 CNG LXI,Mumbai,Maharashtra,Westindien,Indien,2018,10600,41,419113,CNG,Manual,Erster,46.82,796,4
128426,Honda City i-VTEC CVT VX,Kochi,Kerala,S?dindien,Indien,2018,22974,118,1433368,Benzin,Automatisch,Erster,18,1497,5
128427,Toyota Fortuner 2.8 2WD MT,Ahmedabad,Gujarat,Westindien,Indien,2015,65012,176,2263213,Diesel,Manual,Erster,14.24,2755,7
128428,Hyundai Grand i10 Sportz,Ahmedabad,Gujarat,Westindien,Indien,2017,17125,83,646632,Benzin,Manual,Erster,18.9,1197,5
128429,Maruti Eeco 7 Seater Standard,Hyderabad,Telangana,S?dindien,Indien,2015,90413,74,353253,Benzin,Manual,Erster,15.1,1196,7
128430,Volkswagen Polo Benzin Highline 1.2L,Bangalore,Karnataka,S?dindien,Indien,2013,37000,75,610708,Benzin,Manual,Erster,16.47,1198,5
128431,Maruti Wagon R LXI Minor,Jaipur,Rajastahn,Nordindien,Indien,2006,65000,68,17962,Benzin,Manual,Erster,18.9,1061,5
128432,Honda City 1.5 V MT,Bangalore,Karnataka,S?dindien,Indien,2011,66000,119,586759,Benzin,Manual,Erster,17,1497,5
128433,Honda Civic 2010-2013 1.8 S MT,Mumbai,Maharashtra,Westindien,Indien,2010,86000,132,347265,Benzin,Manual,Erster,14.8,1799,5
128434,Honda City 1.5 EXI,Pune,Maharashtra,Westindien,Indien,2005,98437,101,137709,Benzin,Manual,Erster,13,1493,5
128435,Hyundai i20 1.2 Magna,Kolkata,Westbengalen,Ostindien,Indien,2010,18000,81,275417,Benzin,Manual,Erster,18.5,1197,5
128436,Hyundai Grand i10 CRDi Sportz Celebration Edition,Kochi,Kerala,S?dindien,Indien,2018,35070,71,717283,Diesel,Manual,Erster,24,1120,5
128437,Volkswagen Vento Benzin Highline AT,Pune,Maharashtra,Westindien,Indien,2011,42000,105,407139,Benzin,Automatisch,Dritter,14.4,1598,5
128438,Hyundai i10 Sportz 1.2,Kolkata,Westbengalen,Ostindien,Indien,2009,40000,80,203569,Benzin,Manual,Erster,20.36,1197,5
128439,Hyundai i20 Asta,Kolkata,Westbengalen,Ostindien,Indien,2009,43000,81,238296,Benzin,Manual,Erster,17,1197,5
128440,Chevrolet Beat LS,Pune,Maharashtra,Westindien,Indien,2012,65000,80,299367,Benzin,Manual,Erster,18.6,1199,5
128441,Volkswagen Polo Diesel Highline 1.2L,Hyderabad,Telangana,S?dindien,Indien,2013,74000,75,580772,Diesel,Manual,Erster,22.07,1199,5
128442,Ford Figo Benzin LXI,Hyderabad,Telangana,S?dindien,Indien,2010,51192,71,317329,Benzin,Manual,Erster,15.6,1196,5
128443,Audi TT 2.0 TFSI,Kochi,Kerala,S?dindien,Indien,2014,14262,210,3275073,Benzin,Automatisch,Erster,9.9,1984,2
128444,Honda City i DTEC VX,Jaipur,Rajastahn,Nordindien,Indien,2015,66339,100,826252,Diesel,Manual,Zweiter,25.1,1498,5
128445,Ford Figo Diesel Titanium,Hyderabad,Telangana,S?dindien,Indien,2013,90200,69,419113,Diesel,Manual,Erster,20,1399,5
128446,Toyota Innova 2.5 ZX Diesel 7 Seater,Delhi,DelhiStaat,Nordindien,Indien,2015,57854,102,1496834,Diesel,Manual,Erster,12.99,2494,7
128447,Maruti Ciaz 1.4 AT Alpha,Delhi,DelhiStaat,Nordindien,Indien,2017,32000,92,110167,Benzin,Automatisch,Erster,19.12,1373,5
128448,Hyundai Grand i10 AT Asta,Mumbai,Maharashtra,Westindien,Indien,2015,29631,83,586759,Benzin,Automatisch,Erster,18.9,1197,5
128449,Ford EcoSport 1.0 Ecoboost Titanium Plus BE,Kochi,Kerala,S?dindien,Indien,2014,54173,124,664594,Benzin,Manual,Erster,18.88,999,5
128450,Skoda Octavia Ambition 1.8 TSI AT,Ahmedabad,Gujarat,Westindien,Indien,2014,50000,179,1616581,Benzin,Automatisch,Erster,14.7,1798,5
128451,Fiat Linea Emotion (Diesel),Kolkata,Westbengalen,Ostindien,Indien,2010,145000,93,311341,Diesel,Manual,Erster,20.4,1248,5
128452,Maruti Swift Lxi BSIII,Jaipur,Rajastahn,Nordindien,Indien,2015,78000,89,53886,Benzin,Manual,Erster,16.1,1298,5
128453,Land Rover Discovery 4 TDV6 SE,Delhi,DelhiStaat,Nordindien,Indien,2013,65000,182,4071388,Diesel,Automatisch,Zweiter,11.8,2993,7
128454,Toyota Innova 2.5 V Diesel 7-seater,Hyderabad,Telangana,S?dindien,Indien,2012,120000,103,1436961,Diesel,Manual,Erster,12.8,2494,7
128455,Maruti Swift LDI,Mumbai,Maharashtra,Westindien,Indien,2015,14000,75,62867,Diesel,Manual,Erster,28.4,1248,5
128456,Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,Kerala,S?dindien,Indien,2014,57456,176,2581739,Diesel,Automatisch,Erster,17.68,1968,5
128457,BMW 5 Series 520d Luxury Line,Coimbatore,Tamil Nadu,Ostindien,Indien,2012,44450,192,2955349,Diesel,Automatisch,Erster,22.48,1995,5
128458,Hyundai i20 Magna Optional 1.2,Delhi,DelhiStaat,Nordindien,Indien,2013,63777,84,43947,Benzin,Manual,Erster,18.5,1197,5
128459,BMW X1 M Sport sDrive 20d,Mumbai,Maharashtra,Westindien,Indien,2016,31000,192,3532528,Diesel,Automatisch,Erster,17.05,1995,5
128460,Toyota Etios G,Delhi,DelhiStaat,Nordindien,Indien,2012,60000,90,371215,Benzin,Manual,Erster,17.6,1496,5
128461,Tata Indigo LX,Ahmedabad,Gujarat,Westindien,Indien,2015,78008,71,347265,Diesel,Manual,Erster,17,1405,5
128462,Volkswagen Beetle 2.0,Mumbai,Maharashtra,Westindien,Indien,2009,27078,116,190996,Benzin,Automatisch,Erster,10.98,1984,4
128463,Volkswagen Polo GT TDI,Hyderabad,Telangana,S?dindien,Indien,2011,57275,105,53886,Diesel,Manual,Erster,19.7,1598,5
128464,Hyundai Grand i10 CRDi Magna,Delhi,DelhiStaat,Nordindien,Indien,2014,45000,71,417916,Diesel,Manual,Erster,24,1120,5
128465,Maruti Swift VDI BSIV,Delhi,DelhiStaat,Nordindien,Indien,2014,57319,75,508924,Diesel,Manual,Erster,25.2,1248,5
128466,Hyundai Verna CRDi 1.4 E,Chennai,Tamil Nadu,Ostindien,Indien,2008,121097,90,227519,Diesel,Manual,Zweiter,24,1396,5
128467,BMW 5 Series 2003-2012 525d,Mumbai,Maharashtra,Westindien,Indien,2011,89000,220,1984203,Diesel,Automatisch,Erster,16.73,1995,5
128468,Honda City 1.5 S MT,Bangalore,Karnataka,S?dindien,Indien,2012,72000,119,688544,Benzin,Manual,Erster,17,1497,5
128469,Audi A4 2.0 TDI,Delhi,DelhiStaat,Nordindien,Indien,2013,36000,149,1676454,Diesel,Automatisch,Zweiter,16.55,1968,5
128470,Fiat Linea Classic Plus 1.3 Multijet,Jaipur,Rajastahn,Nordindien,Indien,2013,86000,76,299367,Diesel,Manual,Zweiter,19.5,1248,5
128471,Honda City 1.3 EXI,Ahmedabad,Gujarat,Westindien,Indien,2002,85000,91,143696,Benzin,Manual,Erster,13,1343,5
128472,BMW 3 Series 320d Luxury Line,Kochi,Kerala,S?dindien,Indien,2013,37613,192,1670467,Diesel,Automatisch,Erster,22.69,1995,5
128473,Ford Fiesta 1.4 Duratec EXI,Chennai,Tamil Nadu,Ostindien,Indien,2007,100000,69,191595,Benzin,Manual,Erster,16.6,1388,5
128474,Tata Nano XTA,Coimbatore,Tamil Nadu,Ostindien,Indien,2016,5240,38,431088,Benzin,Automatisch,Erster,21.9,624,4
128475,Maruti Eeco 5 STR With AC Plus HTR CNG,Mumbai,Maharashtra,Westindien,Indien,2018,20000,74,53886,CNG,Manual,Erster,21.14,1196,5
128476,Maruti Ignis 1.2 Delta,Coimbatore,Tamil Nadu,Ostindien,Indien,2019,16862,83,725665,Benzin,Manual,Erster,20.89,1197,5
128477,Maruti Swift Dzire ZXi,Coimbatore,Tamil Nadu,Ostindien,Indien,2013,59254,87,63346,Benzin,Manual,Zweiter,17.5,1298,5
128478,Ford Ecosport 1.5 DV5 MT Titanium,Jaipur,Rajastahn,Nordindien,Indien,2014,60000,91,688544,Diesel,Manual,Erster,22.7,1498,5
128479,Maruti Swift Dzire VXI,Coimbatore,Tamil Nadu,Ostindien,Indien,2014,47674,87,684951,Benzin,Manual,Erster,19.1,1197,5
128480,Hyundai i10 Sportz AT,Kochi,Kerala,S?dindien,Indien,2014,61517,80,525688,Benzin,Automatisch,Erster,16.95,1197,5
128481,Mahindra XUV500 W6 2WD,Coimbatore,Tamil Nadu,Ostindien,Indien,2016,62946,141,1323201,Diesel,Manual,Erster,15.1,2179,7
128482,Hyundai i20 Magna 1.4 CRDi,Delhi,DelhiStaat,Nordindien,Indien,2015,66823,90,578377,Diesel,Manual,Zweiter,22.54,1396,5
128483,Maruti Wagon R CNG LXI,Pune,Maharashtra,Westindien,Indien,2013,79494,68,35445,CNG,Manual,Erster,46.96,998,5
128484,Hyundai i20 Asta 1.4 CRDi,Chennai,Tamil Nadu,Ostindien,Indien,2012,107000,90,53886,Diesel,Manual,Zweiter,21.27,1396,5
128485,BMW 7 Series 730Ld,Mumbai,Maharashtra,Westindien,Indien,2011,55000,261,2335061,Diesel,Automatisch,Zweiter,16.46,2993,5
128486,Skoda Rapid 1.6 MPI AT Style Plus,Mumbai,Maharashtra,Westindien,Indien,2017,24000,105,1047784,Benzin,Automatisch,Erster,14.3,1598,5
128487,Audi Q7 45 TDI Quattro Technology,Mumbai,Maharashtra,Westindien,Indien,2016,20002,247,802303,Diesel,Automatisch,Erster,14.75,2967,7
128488,Honda City i VTEC VX,Kochi,Kerala,S?dindien,Indien,2016,54317,118,1005872,Benzin,Manual,Erster,17.4,1497,5
128489,Hyundai Xcent 1.2 Kappa SX,Mumbai,Maharashtra,Westindien,Indien,2016,10200,83,597536,Benzin,Manual,Erster,19.1,1197,5
128490,Honda City i DTec E,Coimbatore,Tamil Nadu,Ostindien,Indien,2016,24337,100,979528,Diesel,Manual,Erster,26,1498,5
128491,Honda Brio S Option MT,Pune,Maharashtra,Westindien,Indien,2012,79000,88,347265,Benzin,Manual,Erster,18.4,1198,5
128492,Maruti Ciaz ZDi Plus SHVS,Jaipur,Rajastahn,Nordindien,Indien,2015,40500,89,850202,Diesel,Manual,Erster,28.09,1248,5
128493,Maruti Swift Dzire VDI Optional,Pune,Maharashtra,Westindien,Indien,2016,23000,75,844214,Diesel,Manual,Erster,26.59,1248,5
128494,Honda CR-V 2.4L 4WD AT,Pune,Maharashtra,Westindien,Indien,2015,63050,160,2095567,Benzin,Automatisch,Erster,11.1,2354,5
128495,Toyota Corolla Altis 2008-2013 1.8 VL AT,Mumbai,Maharashtra,Westindien,Indien,2008,78000,139,408336,Benzin,Automatisch,Zweiter,14.53,1794,5
128496,Honda City 1.5 V MT,Coimbatore,Tamil Nadu,Ostindien,Indien,2012,66245,119,680161,Benzin,Manual,Erster,17,1497,5
128497,Mahindra Scorpio LX BS IV,Bangalore,Karnataka,S?dindien,Indien,2007,74112,121,490962,Diesel,Manual,Erster,12.05,2179,9
128498,Skoda Laura 1.8 TSI Ambiente,Delhi,DelhiStaat,Nordindien,Indien,2011,87670,159,478987,Benzin,Manual,Erster,13.4,1798,5
128499,BMW 3 Series 320d Sport Line,Hyderabad,Telangana,S?dindien,Indien,2015,10000,186,3592401,Diesel,Automatisch,Erster,18.88,1995,5
128500,Maruti SX4 Zxi BSIII,Chennai,Tamil Nadu,Ostindien,Indien,2007,62493,106,215544,Benzin,Manual,Erster,15,1586,5
128501,Maruti Ciaz VXi Plus,Kochi,Kerala,S?dindien,Indien,2015,44620,92,829845,Benzin,Manual,Erster,20.73,1373,5
128502,Land Rover Range Rover 3.6 TDV8 Vogue SE Diesel,Bangalore,Karnataka,S?dindien,Indien,2012,66538,311,838227,Diesel,Automatisch,Erster,10.2,4367,7
128503,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Ahmedabad,Gujarat,Westindien,Indien,2013,60000,101,945999,Diesel,Manual,Erster,12.99,2494,7
128504,Hyundai Santa Fe 4WD AT,Chennai,Tamil Nadu,Ostindien,Indien,2014,110000,196,1724353,Diesel,Automatisch,Erster,13.01,2199,7
128505,Mercedes-Benz New C-Class C250 Avantgarde,Mumbai,Maharashtra,Westindien,Indien,2011,45000,188,1616581,Benzin,Automatisch,Zweiter,11.74,1796,5
128506,Maruti Wagon R LXI CNG,Mumbai,Maharashtra,Westindien,Indien,2014,40000,59,377202,CNG,Manual,Zweiter,37.24,998,5
128507,Maruti Alto LXi,Coimbatore,Tamil Nadu,Ostindien,Indien,2012,49008,47,344871,Benzin,Manual,Erster,19.7,796,5
128508,Maruti Alto 800 2016-2019 LXI,Kolkata,Westbengalen,Ostindien,Indien,2016,31000,48,257455,Benzin,Manual,Erster,24.7,796,5
128509,Nissan Sunny 2011-2014 XV,Pune,Maharashtra,Westindien,Indien,2013,8000,99,44905,Benzin,Manual,Erster,16.95,1498,5
128510,Maruti Alto 800 2016-2019 VXI,Mumbai,Maharashtra,Westindien,Indien,2019,171,48,431088,Benzin,Manual,Erster,24.7,796,5
128511,Maruti Alto K10 VXI,Kolkata,Westbengalen,Ostindien,Indien,2018,2100,68,431088,Benzin,Manual,Erster,24.07,998,5
128512,Hyundai Grand i10 1.2 Kappa Sportz AT,Coimbatore,Tamil Nadu,Ostindien,Indien,2018,20667,83,904088,Benzin,Automatisch,Erster,18.9,1197,5
128513,Honda Mobilio S i DTEC,Kolkata,Westbengalen,Ostindien,Indien,2015,50000,100,56281,Diesel,Manual,Erster,24.2,1498,7
128514,Tata Manza Aqua Quadrajet,Jaipur,Rajastahn,Nordindien,Indien,2010,100030,91,191595,Diesel,Manual,Zweiter,18.8,1248,5
128515,Chevrolet Optra Magnum 2.0 LT,Pune,Maharashtra,Westindien,Indien,2011,75372,125,399954,Diesel,Manual,Erster,16.52,1991,5
128516,Honda City i VTEC CVT VX,Kochi,Kerala,S?dindien,Indien,2016,60475,118,1089695,Benzin,Automatisch,Erster,18,1497,5
128517,Hyundai Grand i10 1.2 Kappa Sportz,Kochi,Kerala,S?dindien,Indien,2019,18453,83,738837,Benzin,Manual,Erster,18.9,1197,5
128518,Hyundai Verna CRDi 1.6 SX,Hyderabad,Telangana,S?dindien,Indien,2008,96578,127,299367,Diesel,Manual,Erster,22,1582,5
128519,Nissan Micra XL,Kolkata,Westbengalen,Ostindien,Indien,2016,31001,76,35924,Benzin,Manual,Erster,18.44,1198,5
128520,Hyundai Verna 1.6 SX,Jaipur,Rajastahn,Nordindien,Indien,2012,65900,128,688544,Diesel,Manual,Erster,22.32,1582,5
128521,Hyundai Creta 1.6 VTVT E Plus,Bangalore,Karnataka,S?dindien,Indien,2017,26246,123,1287277,Benzin,Manual,Erster,15.29,1591,5
128522,Maruti Wagon R VXI BS IV,Jaipur,Rajastahn,Nordindien,Indien,2013,62700,68,341278,Benzin,Manual,Zweiter,20.51,998,5
128523,Honda Aord 2.4 Elegance A/T,Chennai,Tamil Nadu,Ostindien,Indien,2008,90000,182,778354,Benzin,Automatisch,Erster,10.2,2354,5
128524,Honda City 1.5 S AT,Bangalore,Karnataka,S?dindien,Indien,2016,36000,119,1131606,Benzin,Automatisch,Erster,16.8,1497,5
128525,Maruti Baleno Alpha 1.3,Delhi,DelhiStaat,Nordindien,Indien,2016,46000,75,80829,Diesel,Manual,Erster,27.39,1248,5
128526,Honda City i DTec V,Coimbatore,Tamil Nadu,Ostindien,Indien,2017,73003,100,928037,Diesel,Manual,Erster,26,1498,5
128527,Hyundai i20 Era 1.4 CRDi,Kochi,Kerala,S?dindien,Indien,2014,46566,90,526886,Diesel,Manual,Erster,22.54,1396,5
128528,Mercedes-Benz E-Class 2015-2017 E350 Edition E,Jaipur,Rajastahn,Nordindien,Indien,2015,41493,268,5029362,Diesel,Automatisch,Erster,13,2987,5
128529,Nissan Terrano XV 110 PS,Kochi,Kerala,S?dindien,Indien,2014,103788,110,678964,Diesel,Manual,Erster,19.01,1461,5
128530,Renault Duster 110PS Diesel RxZ AMT,Bangalore,Karnataka,S?dindien,Indien,2016,45000,110,1377087,Diesel,Automatisch,Erster,19.6,1461,5
128531,Maruti Wagon R LXI Minor,Pune,Maharashtra,Westindien,Indien,2009,120000,68,202372,Benzin,Manual,Erster,18.9,998,5
128532,Hyundai Getz 1.5 CRDi GVS,Jaipur,Rajastahn,Nordindien,Indien,2009,97359,111,215544,Diesel,Manual,Zweiter,17.1,1493,5
128533,Maruti Ritz LXi,Mumbai,Maharashtra,Westindien,Indien,2016,62000,87,383189,Benzin,Manual,Erster,18.5,1197,5
128534,BMW 5 Series 520d Sport Line,Kochi,Kerala,S?dindien,Indien,2019,18373,190,5491584,Diesel,Automatisch,Erster,22.48,1995,5
128535,Volkswagen Polo 1.2 MPI Highline,Hyderabad,Telangana,S?dindien,Indien,2016,60453,75,610708,Benzin,Manual,Erster,16.47,1198,5
128536,Ford Figo Benzin ZXI,Mumbai,Maharashtra,Westindien,Indien,2010,69009,71,287392,Benzin,Manual,Zweiter,15.6,1196,5
128537,BMW 3 Series 320d Luxury Line,Hyderabad,Telangana,S?dindien,Indien,2013,30000,186,2634428,Diesel,Automatisch,Erster,18.88,1995,5
128538,Hyundai Verna 1.6 SX CRDi (O),Delhi,DelhiStaat,Nordindien,Indien,2012,70707,128,512516,Diesel,Manual,Erster,22.32,1582,5
128539,Renault Duster 85PS Diesel RxL,Coimbatore,Tamil Nadu,Ostindien,Indien,2015,64677,85,678964,Diesel,Manual,Erster,20.45,1461,5
128540,Hyundai Grand i10 1.2 Kappa Magna AT,Bangalore,Karnataka,S?dindien,Indien,2018,3000,83,74243,Benzin,Automatisch,Erster,18.9,1197,5
128541,BMW X1 sDrive20d,Bangalore,Karnataka,S?dindien,Indien,2013,49000,186,173513,Diesel,Automatisch,Zweiter,17.05,1995,5
128542,Maruti Ritz VDi,Pune,Maharashtra,Westindien,Indien,2010,71000,75,35924,Diesel,Manual,Erster,21.1,1248,5
128543,Hyundai i10 Era 1.1 iTech SE,Jaipur,Rajastahn,Nordindien,Indien,2010,52000,69,26943,Benzin,Manual,Zweiter,19.81,1086,5
128544,BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Kochi,Kerala,S?dindien,Indien,2016,35659,261,5242511,Diesel,Automatisch,Erster,15.97,2993,7
128545,Honda City V MT Exclusive,Kochi,Kerala,S?dindien,Indien,2019,5377,117,13711,Benzin,Manual,Erster,16.8,1497,5
128546,Mahindra Ssangyong Rexton RX7,Delhi,DelhiStaat,Nordindien,Indien,2014,65000,186,125734,Diesel,Automatisch,Erster,11.18,2696,7
128547,Ford Ecosport 1.5 DV5 MT Titanium Optional,Coimbatore,Tamil Nadu,Ostindien,Indien,2015,92708,91,895705,Diesel,Manual,Erster,22.7,1498,5
128548,Maruti Alto LXi,Coimbatore,Tamil Nadu,Ostindien,Indien,2010,48105,47,371215,Benzin,Manual,Erster,19.7,796,5
128549,Volkswagen Polo 1.2 MPI Highline,Mumbai,Maharashtra,Westindien,Indien,2011,46759,75,305354,Benzin,Manual,Erster,16.47,1198,5
128550,Volkswagen Polo Diesel Comfortline 1.2L,Jaipur,Rajastahn,Nordindien,Indien,2013,62000,75,419113,Diesel,Manual,Erster,22.07,1199,5
128551,Volkswagen Polo Diesel Highline 1.2L,Kolkata,Westbengalen,Ostindien,Indien,2012,35175,75,310144,Diesel,Manual,Erster,22.07,1199,5
128552,Maruti Ertiga ZDI,Kolkata,Westbengalen,Ostindien,Indien,2013,70000,90,65262,Diesel,Manual,Erster,20.77,1248,7
128553,Ford EcoSport 1.5 TDCi Ambiente,Kolkata,Westbengalen,Ostindien,Indien,2017,30000,100,71848,Diesel,Manual,Erster,22.77,1498,5
128554,Toyota Innova Crysta 2.8 ZX AT,Kolkata,Westbengalen,Ostindien,Indien,2016,66618,173,1854877,Diesel,Automatisch,Erster,11.36,2755,7
128555,BMW 5 Series 523i Sedan,Mumbai,Maharashtra,Westindien,Indien,2010,69300,152,1496834,Benzin,Automatisch,Zweiter,10.8,2497,5
128556,Maruti Swift Dzire Tour LDI,Kolkata,Westbengalen,Ostindien,Indien,2017,148000,75,568797,Diesel,Manual,Erster,23.4,1248,5
128557,Ford Ecosport 1.0 Ecoboost Platinum Edition,Mumbai,Maharashtra,Westindien,Indien,2017,22000,124,940012,Benzin,Manual,Erster,18.88,999,5
128558,Hyundai Verna CRDi SX,Ahmedabad,Gujarat,Westindien,Indien,2013,75000,111,71848,Diesel,Manual,Erster,16.8,1493,5
128559,Tata Zest Revotron 1.2T XM,Mumbai,Maharashtra,Westindien,Indien,2016,43706,90,478987,Benzin,Manual,Erster,17.57,1193,5
128560,Audi A7 2011-2015 3.0 TDI Quattro,Mumbai,Maharashtra,Westindien,Indien,2011,42000,244,3442718,Diesel,Automatisch,Erster,14.4,2967,5
128561,Tata Indica Vista Quadrajet VX,Pune,Maharashtra,Westindien,Indien,2012,65000,75,299367,Diesel,Manual,Erster,22.3,1248,5
128562,Maruti Swift Dzire VDI,Delhi,DelhiStaat,Nordindien,Indien,2015,76128,75,658607,Diesel,Manual,Erster,26.59,1248,5
128563,Fiat Linea Emotion,Kolkata,Westbengalen,Ostindien,Indien,2010,39852,91,190397,Benzin,Manual,Erster,16,1368,5
128564,Hyundai i20 1.2 Spotz,Mumbai,Maharashtra,Westindien,Indien,2017,18673,83,744825,Benzin,Manual,Erster,18.6,1197,5
128565,Hyundai EON Era Plus,Kolkata,Westbengalen,Ostindien,Indien,2016,11583,56,329303,Benzin,Manual,Erster,21.1,814,5
128566,Mercedes-Benz GLA Class 200 CDI SPORT,Pune,Maharashtra,Westindien,Indien,2017,50000,137,2993668,Diesel,Automatisch,Erster,17.9,2143,5
128567,Maruti Celerio VXI,Delhi,DelhiStaat,Nordindien,Indien,2014,77000,68,335291,Benzin,Manual,Erster,23.1,998,5
128568,Chevrolet Beat LT,Mumbai,Maharashtra,Westindien,Indien,2014,54890,78,293379,Benzin,Manual,Zweiter,17.8,1199,5
128569,Honda Jazz 1.2 V AT i VTEC Privilege,Pune,Maharashtra,Westindien,Indien,2016,21000,90,760392,Benzin,Automatisch,Erster,19,1199,5
128570,BMW 3 Series 320d Highline,Mumbai,Maharashtra,Westindien,Indien,2009,58557,183,957974,Diesel,Automatisch,Dritter,16.07,1995,5
128571,Renault Duster 110PS Diesel RxL,Bangalore,Karnataka,S?dindien,Indien,2014,70000,110,98791,Diesel,Manual,Erster,19.01,1461,5
128572,Ford Figo 2015-2019 1.5P Titanium AT,Mumbai,Maharashtra,Westindien,Indien,2017,16000,112,712493,Benzin,Automatisch,Erster,17.01,1499,5
128573,Toyota Innova Crysta 2.4 VX MT,Kochi,Kerala,S?dindien,Indien,2018,8899,149,2385354,Diesel,Manual,Erster,13.68,2393,7
128574,Chevrolet Beat Diesel LS,Kochi,Kerala,S?dindien,Indien,2016,83629,57,377202,Diesel,Manual,Erster,25.44,936,5
128575,Volkswagen Polo GTI,Chennai,Tamil Nadu,Ostindien,Indien,2014,35059,191,688544,Benzin,Automatisch,Erster,17.21,1798,4
128576,Ford Endeavour 3.2 Trend AT 4X4,Kochi,Kerala,S?dindien,Indien,2018,30552,199,3884583,Diesel,Automatisch,Erster,10.91,3198,7
128577,Hyundai Verna 1.6 SX CRDI (O) AT,Kochi,Kerala,S?dindien,Indien,2016,44875,128,959171,Diesel,Automatisch,Zweiter,22.32,1582,5
128578,Ford Figo 2015-2019 1.2P Titanium Opt MT,Coimbatore,Tamil Nadu,Ostindien,Indien,2017,25095,88,775959,Benzin,Manual,Erster,18.16,1196,5
128579,Maruti 800 AC,Jaipur,Rajastahn,Nordindien,Indien,2007,59000,37,8981,Benzin,Manual,Erster,16.1,796,4
128580,Honda City i DTEC V,Kolkata,Westbengalen,Ostindien,Indien,2014,36000,100,598734,Diesel,Manual,Erster,26,1498,5
128581,Mahindra XUV500 W8 2WD,Mumbai,Maharashtra,Westindien,Indien,2012,37000,141,928037,Diesel,Manual,Erster,16,2179,7
128582,Ford Figo Diesel ZXI,Chennai,Tamil Nadu,Ostindien,Indien,2010,90000,69,311341,Diesel,Manual,Erster,20,1399,5
128583,Ford EcoSport 1.5 Benzin Titanium,Pune,Maharashtra,Westindien,Indien,2018,17000,123,110167,Benzin,Manual,Erster,17,1497,5
128584,Hyundai i20 Asta 1.2,Mumbai,Maharashtra,Westindien,Indien,2015,42575,83,604721,Benzin,Manual,Erster,18.6,1197,5
128585,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Hyderabad,Telangana,S?dindien,Indien,2012,131000,101,1149568,Diesel,Manual,Erster,12.99,2494,7
128586,Renault Duster 85PS Diesel RxL Optional,Mumbai,Maharashtra,Westindien,Indien,2013,74000,85,658607,Diesel,Manual,Erster,20.46,1461,5
128587,Toyota Innova 2.5 VX (Diesel) 8 Seater,Mumbai,Maharashtra,Westindien,Indien,2013,47234,102,1119632,Diesel,Manual,Erster,12.99,2494,8
